,TCGA-05-4244-01
3430,-0.327
3431,5.1492
3432,2.91
3433,-1.9245000000000003
3434,-1.4217
3435,-0.8753
3436,-0.1925
3437,-4.0849
3438,-1.4959
3439,-0.2032
3440,-1.0554
3441,-1.5972
3442,-3.2872
3443,2.2837
3444,1.5782
3445,-1.8645
3446,-2.6596
3447,-3.1248
3448,1.1154
3449,-2.6242
3450,2.9541
3451,8.5661
3452,-4.6196
3453,-1.7008
3454,-1.0244
3455,3.1108
3456,-1.2509
3457,-1.5571
3458,0.0663
3459,-0.3066
3460,0.2023
3461,0.1542
3462,-0.8369
3463,0.4688
3464,-0.3088
3465,-3.0613
3466,3.0292
3467,1.5251
3468,-9.8618
3469,-1.5763
3470,-1.0984000000000005
3471,-0.5171
3472,2.5182
3473,0.8047
3474,4.305100000000001
3475,-1.6269
3476,2.0116
3477,0.2595
3478,-0.5525
3479,1.0999
3480,1.9276
3481,1.6024999999999998
3482,1.5409
3483,2.772
3484,3.3714
3485,-0.0846
3486,3.9297
3487,-5.268599999999999
3488,5.1332
3489,4.327300000000001
3490,0.9516
3491,1.9406000000000003
3492,-3.1338
3493,8.0695
3494,0.3322
3495,-1.3279
3496,-1.8334
3497,-0.1205
3498,-0.4059
3499,-3.1365
3500,0.3579
3501,-0.6049
3502,2.4843
3503,-4.9171
3504,-1.9149000000000005
3505,-0.0309
3506,-0.5556
3507,2.9949
3508,1.1832
3509,-5.9033
3510,-4.498799999999999
3511,-3.8741
3512,0.6575
3513,-2.0776
3514,0.1759999999999999
3515,-3.7127
3516,1.0681
3517,0.158
3518,-1.5729
3519,0.2011
3520,1.5458
3521,2.3863
3522,-2.0168
3523,1.2064
3524,-1.697
3525,-0.1480132112414857
3526,-0.1480132112414857
3527,-0.1480132112414857
3528,-3.3763000000000005
3529,-0.2597
3530,2.8166999999999995
3531,6.183300000000001
3532,-1.3337
3533,-0.1480132112414857
3534,-0.8093
3535,-0.4146
3536,-1.2651
3537,1.4853999999999998
3538,-3.4919
3539,2.7686
3540,0.7421
3541,1.8517
3542,0.7521
3543,-0.3878
3544,-2.7448
3545,-0.3937
3546,-1.0328
3547,-0.6316999999999999
3548,-1.7631
3549,2.9656
3550,-3.2966
3551,0.0504999999999999
3552,-1.0080999999999998
3553,0.6476
3554,1.1106
3555,-1.7706999999999995
3556,0.7343999999999999
3557,-1.6609
3558,-2.1054000000000004
3559,-2.2806
3560,-2.0561
3561,-2.2473
3562,2.3291
3563,-6.039999999999999
3564,-1.0591
3565,0.3758
3566,1.5412
3567,-0.2923
3568,1.4342
3569,-1.5685
3570,-0.0375
3571,6.5656
3572,0.7861
3573,-0.4429
3574,4.6289
3575,-2.5602
3576,-1.967
3577,-1.2317
3578,4.316700000000001
3579,5.1928
3580,5.868600000000001
3581,7.194600000000001
3582,0.4908
3583,5.0746
3584,6.090300000000001
3585,1.3063
3586,0.8916
3587,3.8597
3588,0.8753
3589,1.2063
3590,0.4214
3591,2.1044
3592,2.6706
3593,-0.9491
3594,-0.1986
3595,1.6046
3596,2.508
3597,1.3225
3598,0.9668
3599,1.4946
3600,0.499
3601,2.6568
3602,-0.0196
3603,3.0061
3604,3.8919
3605,2.4215
3606,-2.6563
3607,0.0097999999999999
3608,0.9431
3609,6.054600000000001
3610,2.5035
3611,1.4676
3612,1.6171
3613,-1.5747
3614,-1.9325
3615,0.4449000000000001
3616,-2.0851
3617,1.978
3618,-5.678799999999999
3619,-1.33
3620,4.303700000000001
3621,-3.2564
3622,-1.0489
3623,1.888
3624,-0.1480132112414857
3625,0.4691000000000001
3626,1.7853
3627,-0.4348
3628,-1.9287
3629,5.4190000000000005
3630,-2.3354
3631,-2.6124
3632,-5.909599999999999
3633,-1.5915
3634,-1.4861
3635,-0.1480132112414857
3636,-0.4248
3637,-1.9216
3638,-2.9189
3639,0.7721
3640,0.0497
3641,-3.2232
3642,4.322100000000001
3643,2.9716
3644,-4.9743
3645,-6.7317
3646,0.1491
3647,-1.3814
3648,-1.6247
3649,-0.1480132112414857
3650,-2.6186
3651,-2.1444
3652,1.9561
3653,-3.0915
3654,-1.4597
3655,-0.194
3656,-6.8118
3657,0.2848999999999999
3658,0.574
3659,-0.6585
3660,0.7325000000000002
3661,2.773
3662,0.7230000000000001
3663,0.6213
3664,3.8033
3665,6.3028
3666,20.8984
3667,0.5063
3668,0.9268
3669,0.4095999999999999
3670,-0.2078
3671,0.1429
3672,0.1074999999999999
3673,-1.5393
3674,0.3409999999999999
3675,2.031
3676,2.3503
3677,7.028400000000001
3678,0.8521999999999998
3679,-1.6372
3680,1.1653
3681,-0.0115
3682,-1.6124
3683,1.2572
3684,0.2799
3685,-0.2615
3686,2.0956
3687,1.6305
3688,2.5205
3689,-0.4196
3690,0.9019
3691,-1.3232
3692,-1.696
3693,5.835000000000001
3694,-3.1636
3695,-0.3319
3696,-0.379
3697,-1.2393
3698,2.6519
3699,-0.0532
3700,-2.1948
3701,-1.8161000000000005
3702,0.9455
3703,-1.995
3704,3.5603
3705,4.3017
3706,-1.93
3707,-0.8155
3708,1.6394
3709,-0.0596999999999999
3710,2.0579
3711,0.3331999999999999
3712,3.4825
3713,1.3007999999999995
3714,0.7658
3715,-2.725
3716,-3.0049
3717,-4.9186
3718,0.1704
3719,2.7729000000000004
3720,-2.231
3721,-1.2901
3722,-0.448
3723,-1.8002
3724,-5.319699999999999
3725,-2.4485
3726,3.8689
3727,-0.0459999999999999
3728,-0.8165
3729,0.6618999999999999
3730,-3.0427
3731,-1.7325
3732,-3.9415
3733,-2.5385
3734,0.3609
3735,-1.5777
3736,-0.9627
3737,-3.6627
3738,-0.2796
3739,-2.5508
3740,4.084800000000001
3741,1.3727
3742,0.6055999999999999
3743,-0.3069
3744,4.0374
3745,0.5812
3746,-1.7435
3747,3.4947
3748,-4.3361
3749,0.2141
3750,1.6490999999999998
3751,-1.7309
3752,-2.8386
3753,-1.3289
3754,-0.4039
3755,-4.195600000000001
3756,2.6865
3757,-0.7803
3758,0.1662
3759,2.3625
3760,1.8325
3761,-0.6044
3762,0.8803000000000001
3763,-2.631
3764,-2.4089
3765,-0.1028999999999999
3766,-2.3572
3767,-3.8713
3768,4.1518
3769,1.3477
3770,0.1144999999999999
3771,-0.177
3772,7.2979
3773,2.7197
3774,2.6874
3775,1.9142
3776,-4.994299999999999
3777,-1.5453
3778,-0.8415
3779,-1.3209
3780,0.8050999999999999
3781,-1.9601
3782,-0.7433
3783,-0.7894
3784,1.9704
3785,1.5653999999999997
3786,1.1494
3787,-1.4653
3788,0.3135
3789,2.9948
3790,-0.0025
3791,2.092
3792,1.0725
3793,2.2371
3794,4.196
3795,-1.8455
3796,1.5221
3797,-3.5329
3798,-1.2472
3799,2.4255
3800,5.2513000000000005
3801,1.0561
3802,3.6917
3803,-0.2783
3804,3.4937
3805,0.4619999999999999
3806,-1.1828
3807,0.5722
3808,-2.9079
3809,4.3413
3810,1.5712000000000002
3811,0.8917000000000002
3812,-2.988
3813,-1.6491
3814,-0.8769
3815,-0.937
3816,-1.3793
3817,-0.9648
3818,0.2215
3819,3.4154
3820,-0.7869
3821,3.7538999999999993
3822,-1.407
3823,-2.1408
3824,-1.6889
3825,-1.4051
3826,1.8535
3827,0.2948999999999999
3828,-2.4989
3829,0.0398
3830,-4.4436
3831,4.724400000000001
3832,-0.8901
3833,-0.5384
3834,-0.3282
3835,-0.1480132112414857
3836,-10.6414
3837,0.9813
3838,-1.3108
3839,1.1692
3840,-0.1480132112414857
3841,-1.1939
3842,-0.1480132112414857
3843,-0.6367
3844,2.0445
3845,4.045
3846,-3.7298
3847,-1.3819
3848,2.4851
3849,-0.1256
3850,-0.3566
3851,0.0998
3852,-2.2841
3853,-2.1002
3854,-1.0297
3855,-0.9787
3856,0.3852
3857,-3.9211
3858,-0.4714
3859,-0.9229
3860,-0.3186
3861,0.2151
3862,0.0877999999999999
3863,-4.457599999999999
3864,-1.9011
3865,-2.3113
3866,0.9087
3867,1.4143
3868,-1.449
3869,-1.3973
3870,-6.034699999999999
3871,-0.6266
3872,-1.0422
3873,-1.4952
3874,-2.3398
3875,-2.5206
3876,-0.3411
3877,-0.1428
3878,-1.6776
3879,2.3171
3880,0.0004
3881,-0.8773
3882,-2.0081
3883,0.7292
3884,-0.523
3885,1.3703
3886,-0.903
3887,-11.3395
3888,-3.0588
3889,-5.5197
3890,3.7463
3891,4.050600000000001
3892,-0.9687
3893,-2.5166
3894,-1.3329
3895,1.0182
3896,0.6659
3897,4.8606
3898,1.7144
3899,-0.7709
3900,0.6017
3901,-0.2428
3902,-1.9884
3903,0.3726
3904,0.8420000000000001
3905,-3.7373
3906,-1.1506
3907,-1.9653
3908,0.0691
3909,1.9866
3910,1.4485
3911,2.0762
3912,1.8115
3913,0.9172
3914,-1.7682000000000002
3915,-0.1965
3916,6.846299999999999
3917,0.9394
3918,-0.1480132112414857
3919,-2.1188
3920,-2.571
3921,3.1228
3922,3.7206
3923,1.0616
3924,-2.5027
3925,-0.1794
3926,0.4441999999999999
3927,-0.2468
3928,6.824
3929,1.3886000000000005
3930,-0.7156
3931,-0.1173
3932,-2.0151000000000003
3933,-1.0059
3934,-2.4112
3935,1.4919
3936,-1.5508
3937,2.1874
3938,0.7517
3939,1.207
3940,1.3875000000000002
3941,-2.8914
3942,-2.7357
3943,-0.5001
3944,-1.7631
3945,5.046900000000001
3946,-1.9908
3947,0.6351
3948,2.157
3949,-2.5381
3950,-1.475
3951,-2.9629
3952,-1.8145
3953,3.1112999999999995
3954,-2.319
3955,-0.1480132112414857
3956,-1.6262
3957,-2.7726
3958,1.9607
3959,3.2697000000000003
3960,2.6343
3961,-0.1480132112414857
3962,0.7584
3963,-0.2973
3964,3.5727
3965,-1.4949
3966,0.8753
3967,-0.2854
3968,0.135
3969,3.9968
3970,2.9126
3971,-3.2764
3972,0.9398
3973,-3.2906
3974,4.2179
3975,0.3958999999999999
3976,4.1411
3977,-1.0535
3978,0.8277000000000001
3979,4.6348
3980,0.3171999999999999
3981,0.9871
3982,1.2396
3983,2.0996
3984,-0.0123999999999999
3985,-0.2229
3986,1.7797
3987,-2.4803
3988,-2.0634
3989,1.0034
3990,2.1948
3991,0.9484
3992,1.4714000000000005
3993,-0.4884
3994,-1.5289
3995,-0.9892
3996,-0.921
3997,-5.499499999999999
3998,1.6379999999999997
3999,1.2259
4000,5.5875
4001,1.4504
4002,-3.4006
4003,-0.5332
4004,-4.9747
4005,3.2150000000000003
4006,-3.1715
4007,-3.3914000000000004
4008,-0.1981
4009,-12.616199999999996
4010,-1.3992
4011,1.0415
4012,-0.9003
4013,-1.4156
4014,-1.4733
4015,-1.4199
4016,4.3286
4017,-1.9837
4018,-3.1632
4019,-0.8416
4020,5.7753
4021,1.6375
4022,7.293900000000001
4023,-1.9832
4024,0.7995000000000001
4025,2.1128
4026,0.4623999999999999
4027,1.8407
4028,1.7976
4029,4.4703
4030,2.2336
4031,3.1165
4032,2.7886
4033,-3.7379
4034,-2.2098
4035,-2.6162
4036,0.0427
4037,-0.8398
4038,5.128300000000001
4039,-1.2721
4040,-2.0175
4041,2.5561
4042,1.1699
4043,-2.145
4044,0.847
4045,6.171200000000001
4046,-2.6328
4047,2.8189
4048,-1.5858
4049,0.8932
4050,2.9430000000000005
4051,-4.8736
4052,-0.2091
4053,1.2535
4054,-0.4543
4055,-1.4834
4056,-0.4221
4057,-1.0776
4058,-1.2533
4059,-2.183
4060,-4.1349
4061,0.6573
4062,1.0156
4063,-0.2193
4064,-0.3974
4065,-0.5829
4066,-0.0116999999999999
4067,1.8046
4068,-4.649799999999999
4069,1.6546
4070,2.7569
4071,1.2317
4072,-1.7774
4073,1.9016
4074,-1.713
4075,-1.9755
4076,-1.7989999999999997
4077,-4.9674
4078,-1.282
4079,2.6813
4080,2.4033
4081,-1.8649
4082,0.2330999999999999
4083,0.0172999999999999
4084,1.303
4085,-1.4673
4086,0.3328
4087,-0.5617
4088,-0.1743
4089,1.5527000000000002
4090,-3.1853
4091,-0.0123
4092,6.357000000000001
4093,2.2775
4094,2.9525
4095,0.3937999999999999
4096,1.9793
4097,1.4499
4098,-0.6234
4099,0.4265
4100,-0.2923
4101,2.2424
4102,2.740800000000001
4103,-2.2179
4104,4.069700000000001
4105,1.8111
4106,0.431
4107,-4.537799999999999
4108,-0.3065
4109,-0.4091
4110,0.5509999999999999
4111,2.3581
4112,-1.1153
4113,1.9116
4114,2.7603
4115,-1.9416
4116,1.2528
4117,-3.415
4118,-0.4474
4119,0.6495
4120,-1.4791
4121,2.4521
4122,-4.4908
4123,0.2987999999999999
4124,0.0111999999999999
4125,0.496
4126,-2.3252
4127,1.1006
4128,3.6946
4129,-0.398
4130,0.0669
4131,-0.2256
4132,0.4783999999999999
4133,1.8183
4134,-1.6294
4135,-2.6448
4136,-2.4225
4137,0.748
4138,2.6983
4139,0.7252
4140,-2.9338
4141,1.2524
4142,1.7593
4143,2.603
4144,-3.3997999999999995
4145,0.8702999999999999
4146,1.2948
4147,1.108
4148,-0.1480132112414857
4149,2.305
4150,0.4251
4151,-1.5819
4152,-0.4771
4153,2.2745
4154,-1.2328
4155,-2.3748
4156,-2.8304
4157,-0.4963
4158,-1.0355000000000003
4159,-0.7215
4160,-5.339699999999999
4161,-1.2853
4162,-6.148199999999999
4163,7.655699999999999
4164,1.96
4165,-1.491
4166,-1.3098
4167,-1.3849
4168,4.118
4169,2.0885
4170,-1.6242
4171,1.133
4172,-3.0562
4173,-2.3242
4174,-0.1480132112414857
4175,-1.5129
4176,3.7603
4177,-2.2576
4178,0.9589
4179,6.2835
4180,0.7164999999999999
4181,-2.3198
4182,4.228200000000001
4183,0.3655999999999999
4184,-0.5193
4185,-0.6168
4186,4.74
4187,-1.4749
4188,-3.1426
4189,1.8792
4190,1.7738999999999998
4191,6.718400000000001
4192,-2.8561
4193,2.8487000000000005
4194,-3.6785
4195,2.8314000000000004
4196,2.7308
4197,-3.8317
4198,1.8424
4199,1.0668
4200,-0.4318
4201,-2.2694
4202,-2.0854
4203,0.727
4204,-2.0483
4205,-0.8923
4206,-1.1893000000000002
4207,-1.6219
4208,0.0283999999999999
4209,-1.7242
4210,6.867399999999998
4211,0.2429
4212,1.2336
4213,0.3106
4214,-0.6065
4215,-0.9682
4216,1.6178
4217,-1.2391
4218,-1.2636
4219,-2.5574
4220,-0.507
4221,1.1757
4222,-7.204900000000002
4223,-0.1319
4224,-0.9167
4225,4.504300000000001
4226,-0.4224
4227,0.4707
4228,-2.2917
4229,2.2764
4230,-0.8382
4231,-2.4008
4232,-0.6058
4233,2.2295
4234,-1.278
4235,-0.9046
4236,-2.3811
4237,1.4903000000000002
4238,-0.5153
4239,-2.9544
4240,-1.6198
4241,-6.448
4242,-0.0686999999999999
4243,0.8458999999999999
4244,3.8622
4245,-0.1480132112414857
4246,-0.8509
4247,-1.9971000000000003
4248,-0.0921
4249,-2.166
4250,-2.551
4251,-1.1957
4252,-1.7408
4253,2.1714
4254,1.687
4255,2.2826
4256,-1.349
4257,0.7517
4258,-1.4877
4259,-0.5438
4260,0.6862
4261,1.3035
4262,1.0301
4263,-2.8451
4264,-9.9722
4265,-1.8408
4266,-3.5825
4267,-0.9399
4268,2.0309
4269,-3.474
4270,-4.535299999999999
4271,-1.7407
4272,-3.7316
4273,-1.7269
4274,-4.729199999999999
4275,-2.4412
4276,12.500899999999998
4277,-0.5685
4278,0.5919
4279,-1.5005
4280,-1.2284
4281,-2.8205
4282,-0.1480132112414857
4283,-0.1480132112414857
4284,-0.1480132112414857
4285,-2.9509
4286,3.2676
4287,0.5956000000000001
4288,-1.6006
4289,-2.5514
4290,4.728900000000001
4291,0.7285
4292,4.6305
4293,1.713
4294,-1.4682
4295,-0.1480132112414857
4296,-1.589
4297,0.2894
4298,0.7925
4299,-3.2563
4300,-1.5756
4301,1.7083000000000002
4302,0.6104999999999999
4303,-0.6108
4304,1.6161
4305,-1.2045
4306,-3.3013000000000003
4307,-2.4631
4308,3.3167
4309,-1.2665
4310,-1.2458
4311,-0.1480132112414857
4312,-0.1480132112414857
4313,-0.1480132112414857
4314,-1.5729
4315,-1.2696
4316,4.1838
4317,-1.8623000000000005
4318,-2.2869
4319,-0.1480132112414857
4320,-0.1480132112414857
4321,-2.6928
4322,2.5102
4323,-0.327
4324,-1.9235
4325,2.9053000000000004
4326,-1.0790000000000002
4327,0.716
4328,-0.3092
4329,1.4866
4330,3.1792
4331,2.5176
4332,0.5327999999999999
4333,0.3574999999999999
4334,-1.4303
4335,-0.1480132112414857
4336,2.5328
4337,0.2918
4338,-1.3759
4339,2.6965
4340,-2.7273
4341,-4.2986
4342,-2.7839
4343,0.2481999999999999
4344,-0.7964
4345,-0.1480132112414857
4346,3.7822
4347,-0.3388
4348,-2.3836
4349,1.6224999999999998
4350,-2.1193
4351,2.0981
4352,-3.0917
4353,-0.1480132112414857
4354,-0.1480132112414857
4355,-0.1480132112414857
4356,-2.1281
4357,0.1895
4358,-0.2106
4359,8.786
4360,0.4987
4361,3.0824
4362,0.5773000000000001
4363,-0.1480132112414857
4364,-1.4422
4365,-1.0574
4366,-1.6598
4367,-1.2091000000000005
4368,-1.3517
4369,-1.9971000000000003
4370,-0.1480132112414857
4371,-0.1480132112414857
4372,-0.1480132112414857
4373,-0.1480132112414857
4374,-0.1480132112414857
4375,-0.1480132112414857
4376,-0.1480132112414857
4377,-0.1480132112414857
4378,-0.784
4379,-1.5072
4380,-1.3549
4381,-1.1736
4382,1.4455
4383,-1.0557
4384,2.1933
4385,1.1925
4386,-1.3234
4387,-0.4256
4388,0.1218
4389,-1.7312
4390,-2.0305
4391,-0.9992
4392,-5.173299999999999
4393,-0.1843
4394,-5.0213
4395,1.5295
4396,-2.1511
4397,-4.437799999999999
4398,3.0550999999999995
4399,2.7132
4400,0.7982
4401,3.1797
4402,-1.7739
4403,-2.3739
4404,-1.9315
4405,4.172000000000001
4406,0.6537000000000001
4407,3.3557
4408,0.0010999999999999
4409,-3.5089
4410,-0.5044
4411,2.7708
4412,2.9475
4413,-0.1415
4414,-1.7659
4415,-2.0861
4416,-1.2802
4417,-0.21
4418,0.6103
4419,0.3509
4420,0.6538
4421,-0.1605999999999999
4422,4.173
4423,0.0726
4424,-1.5984
4425,0.5164
4426,-0.6943000000000001
4427,-0.1893
4428,1.6303999999999998
4429,-0.1480132112414857
4430,-3.5507
4431,-1.7845
4432,-2.7444
4433,-0.9928
4434,3.0052
4435,-4.1319
4436,0.3686
4437,-0.2414
4438,-0.0292999999999999
4439,-0.3203
4440,-1.4526
4441,2.7263
4442,-1.081
4443,1.7543000000000002
4444,0.0882999999999999
4445,-2.8714
4446,1.1145
4447,0.9057
4448,-2.3697
4449,3.5544
4450,-7.036
4451,1.8954
4452,2.0033
4453,-1.6635
4454,-2.5437
4455,-2.935
4456,-0.4886
4457,0.6213
4458,1.6716
4459,-0.8708
4460,0.7178000000000001
4461,3.5716
4462,-1.0536000000000003
4463,-4.1812
4464,-1.6784
4465,-1.0250999999999997
4466,-1.8497
4467,2.6484
4468,-0.754
4469,3.1643
4470,-0.0874
4471,-1.8564
4472,-8.077500000000002
4473,-0.0731
4474,0.6615
4475,1.3539000000000003
4476,-2.9096
4477,-1.8169
4478,-0.6682
4479,-1.455
4480,-1.0793
4481,0.4401999999999999
4482,-0.7143
4483,-2.4988
4484,-2.3694
4485,-0.7486
4486,0.8052999999999999
4487,0.1519
4488,0.3678
4489,-0.7285
4490,-2.286
4491,-2.1158
4492,-1.0754
4493,-0.0453
4494,2.7423999999999995
4495,-1.2111
4496,-0.1480132112414857
4497,0.0797999999999999
4498,-2.4699
4499,0.4796
4500,4.0961
4501,5.48
4502,-0.3053
4503,-0.2323
4504,-2.3682
4505,-1.9996
4506,0.2815
4507,-0.1480132112414857
4508,4.217600000000001
4509,0.0408
4510,-0.309
4511,-0.917
4512,13.333600000000002
4513,5.3004
4514,0.2542
4515,-0.1480132112414857
4516,0.5676000000000001
4517,-0.4596
4518,0.3087999999999999
4519,1.1204
4520,1.3341000000000005
4521,0.4361999999999999
4522,2.6405
4523,-1.053
4524,-0.9385
4525,-2.666
4526,1.6338
4527,-1.6796
4528,-7.804400000000001
4529,-0.2088
4530,1.431
4531,-0.738
4532,-2.6002
4533,-1.0665
4534,-8.0138
4535,2.2489
4536,1.4927999999999997
4537,-0.4193
4538,-1.1221
4539,1.1688
4540,-4.3101
4541,1.044
4542,-0.1480132112414857
4543,-0.1480132112414857
4544,-2.6456
4545,-2.8961
4546,-0.2874
4547,-0.0395999999999999
4548,-0.4566
4549,-1.9309
4550,-0.1480132112414857
4551,-4.191
4552,-1.2902
4553,-1.2866
4554,-2.9248
4555,0.0358
4556,-2.8963
4557,-2.1601
4558,3.2401
4559,-0.963
4560,0.268
4561,-2.6906
4562,-2.3906
4563,6.063999999999998
4564,2.0754
4565,-1.3268
4566,-2.3971
4567,-2.4722
4568,1.5651999999999997
4569,3.3462000000000005
4570,1.2726
4571,-0.082
4572,-0.6801
4573,-0.4001
4574,1.6782
4575,2.4176
4576,2.562
4577,-0.59
4578,0.813
4579,1.6043999999999998
4580,0.6458
4581,-3.2782
4582,-0.0459999999999999
4583,-4.266499999999999
4584,-1.5061
4585,0.0832999999999999
4586,-3.7272
4587,-3.2958
4588,1.2817000000000005
4589,-0.3707
4590,-2.0469
4591,-4.430899999999999
4592,1.5541
4593,0.8178999999999998
4594,-2.5351
4595,-3.1552
4596,-1.2239
4597,-0.1480132112414857
4598,0.2428
4599,-2.3128
4600,-1.1576
4601,-1.6673
4602,-1.994
4603,-1.3042
4604,3.2058
4605,-1.0199
4606,-0.1695
4607,-5.020099999999999
4608,-3.3566
4609,-1.9846
4610,-1.8979
4611,2.5564
4612,3.697
4613,-1.1649
4614,-2.013
4615,-0.6003
4616,-1.919
4617,-0.491
4618,-4.465199999999999
4619,2.1139
4620,-1.5975
4621,0.1047
4622,-3.3331
4623,-2.276
4624,-4.1024
4625,-1.3445
4626,-5.171899999999999
4627,-0.663
4628,-1.1534
4629,-3.4753
4630,-3.2548
4631,0.9752
4632,2.0389
4633,-1.1975
4634,0.1147
4635,3.8567999999999993
4636,4.458
4637,1.0256
4638,4.600900000000001
4639,-1.1146
4640,-0.1480132112414857
4641,2.899
4642,5.739899999999999
4643,-3.7826
4644,-2.7482
4645,-1.2119
4646,-1.5241
4647,0.6253
4648,-3.8498
4649,4.037000000000001
4650,4.473600000000001
4651,-1.1909
4652,-8.5004
4653,-0.1480132112414857
4654,-0.1480132112414857
4655,-0.1480132112414857
4656,1.5939
4657,-3.2338
4658,-1.6159
4659,2.627
4660,3.2922
4661,3.4885
4662,-1.5772
4663,-0.7779
4664,1.408
4665,0.4931
4666,-0.9099
4667,1.0225
4668,1.7267
4669,-0.5352
4670,-1.3934
4671,-0.1480132112414857
4672,-2.5089
4673,2.516
4674,-1.7542
4675,4.525500000000001
4676,-2.0983
4677,-1.5458
4678,4.430200000000001
4679,3.7673
4680,0.0912
4681,2.9606
4682,3.2914
4683,1.3395
4684,-12.2758
4685,-2.0372
4686,0.5828999999999999
4687,1.6076
4688,2.8357
4689,-2.8284
4690,-4.096399999999999
4691,-0.4194
4692,2.5242
4693,7.9391
4694,-2.2653
4695,-0.1480132112414857
4696,-1.4856
4697,-7.4460000000000015
4698,-0.0217999999999999
4699,-1.9356
4700,-1.2831
4701,2.0935
4702,-0.3631
4703,-0.1388999999999999
4704,-0.7128999999999999
4705,0.6059999999999999
4706,1.9842
4707,1.0117
4708,0.4157999999999999
4709,-3.9998
4710,-1.2513
4711,-0.6675
4712,1.186
4713,-3.1104
4714,13.377299999999998
4715,7.0329
4716,-0.2546
4717,-0.6503
4718,-1.1261
4719,0.3433999999999999
4720,-0.5562
4721,1.2439
4722,4.555400000000001
4723,-3.5964
4724,3.0293
4725,1.0697
4726,-1.495
4727,1.3292
4728,2.809
4729,3.4409
4730,-1.665
4731,-0.9227
4732,-1.1959
4733,-0.997
4734,-3.0403
4735,2.5077
4736,2.3952
4737,-5.041499999999999
4738,-1.4762
4739,-6.593
4740,-1.1484
4741,-0.0897
4742,1.8529
4743,2.6781
4744,4.329000000000001
4745,5.4139
4746,-4.525
4747,2.7972
4748,1.8385
4749,-0.0829
4750,-0.2832
4751,-1.9636
4752,-0.8321
4753,-6.603300000000001
4754,1.7685999999999995
4755,1.946
4756,0.1325
4757,3.6011999999999995
4758,0.0109
4759,0.9626
4760,-1.0037
4761,1.5560999999999998
4762,0.4921999999999999
4763,-0.0105
4764,2.9849
4765,-2.4364
4766,-2.2162
4767,1.9767
4768,-0.1526
4769,-0.7539
4770,0.9495
4771,2.4235
4772,-1.1574
4773,0.2496
4774,4.165000000000001
4775,2.5185
4776,-2.1309
4777,-0.254
4778,2.1555
4779,1.8182
4780,0.0674
4781,-0.6461
4782,0.5572
4783,-0.3364
4784,7.253300000000001
4785,-3.4051
4786,0.6773
4787,3.9346
4788,5.264800000000001
4789,0.4224
4790,4.0120000000000005
4791,-0.4557
4792,-1.1254999999999995
4793,1.3304
4794,-1.3092
4795,-2.048
4796,1.1597
4797,4.294700000000001
4798,-0.4598
4799,4.1805
4800,0.5734
4801,-2.3828
4802,-0.4206
4803,-1.5781
4804,-7.577199999999999
4805,-3.5013
4806,-3.2309
4807,-0.1480132112414857
4808,-0.1480132112414857
4809,-0.1480132112414857
4810,-0.1480132112414857
4811,-0.1480132112414857
4812,-0.1480132112414857
4813,-0.1480132112414857
4814,-0.1480132112414857
4815,-0.1480132112414857
4816,-0.1480132112414857
4817,-0.1480132112414857
4818,-0.1480132112414857
4819,-0.1480132112414857
4820,-1.1842
4821,-0.1480132112414857
4822,-0.1480132112414857
4823,-0.1480132112414857
4824,-0.1480132112414857
4825,-0.1480132112414857
4826,-4.33
4827,-9.2135
4828,-5.1562
4829,-0.1480132112414857
4830,-0.1480132112414857
4831,-0.1480132112414857
4832,-0.1480132112414857
4833,-0.1480132112414857
4834,-3.182
4835,-0.1480132112414857
4836,-0.1480132112414857
4837,-0.1480132112414857
4838,-1.0696
4839,1.3456999999999997
4840,-0.4344
4841,1.1001
4842,0.5975999999999999
4843,-0.1056
4844,4.490600000000001
4845,-0.2757
4846,-2.0676
4847,0.4749
4848,0.3056
4849,-3.1586
4850,-3.0424
4851,1.3265
4852,-3.4479000000000006
4853,-3.5336
4854,1.1796
4855,3.9004
4856,4.1684
4857,5.1944
4858,3.0939999999999994
4859,1.3922000000000003
4860,3.6274
4861,3.5727
4862,1.7901000000000002
4863,2.3035
4864,0.1738
4865,0.6899000000000001
4866,-4.471399999999999
4867,-2.4864
4868,-0.9643
4869,-2.3637
4870,-0.6915
4871,-0.6129
4872,1.7143
4873,2.1558
4874,3.3937
4875,-0.2984
4876,2.578
4877,7.264200000000001
4878,-1.1829999999999998
4879,-1.0941
4880,-2.7994
4881,5.6898
4882,0.8736000000000002
4883,-0.6953
4884,1.2816
4885,5.4169
4886,0.636
4887,-1.3917
4888,0.482
4889,-1.0444999999999998
4890,-0.7443
4891,-0.2226
4892,1.2136
4893,-2.113
4894,0.7648000000000001
4895,-0.1879
4896,0.6427
4897,-1.2053
4898,1.4242
4899,2.7344
4900,1.4889
4901,-1.8458
4902,4.0892
4903,-3.2446
4904,2.3171
4905,1.9877
4906,0.5614
4907,-0.0463
4908,8.9015
4909,-4.1742
4910,2.6156
4911,0.1316
4912,-1.6704
4913,-2.9308
4914,-0.3526
4915,-1.9994000000000005
4916,2.0124
4917,0.3567
4918,-3.2113
4919,-0.0735
4920,-1.6367
4921,2.5636
4922,3.3287
4923,2.7123
4924,2.1756
4925,-1.4355
4926,0.9216
4927,1.9969
4928,3.0802
4929,4.1141000000000005
4930,0.3887
4931,1.8313
4932,-0.5425
4933,4.292200000000001
4934,7.315999999999999
4935,5.619100000000001
