Hugo_Symbol,expression
EVPLL,1.3126
EVX1,-0.1480132112414857
EVX2,-0.1480132112414857
EWSR1,-0.2462
EXD1,-1.5134
EXD2,-5.0182
EXD3,0.8218999999999999
EXO1,6.0396
EXOC1,0.9654
EXOC2,-0.0444
EXOC3,4.8504000000000005
EXOC3L,-2.4048
EXOC3L2,-0.4017
EXOC4,1.0305
EXOC5,-0.4948
EXOC6,-1.365
EXOC6B,1.7444000000000002
EXOC7,4.4496
EXOC8,3.3061
EXOG,0.6922
EXOSC10,2.6554
EXOSC1,1.233
EXOSC2,3.0317000000000003
EXOSC3,1.9544
EXOSC4,1.1314
EXOSC5,2.4672
EXOSC6,-0.6089
EXOSC7,-0.4991
EXOSC8,-0.136
EXOSC9,1.0034
EXPH5,-2.7348
EXT1,0.8448
EXT2,-0.2569
EXTL1,-0.1907
EXTL2,-5.718
EXTL3,-0.1103
EYA1,0.1111999999999999
EYA2,0.3785
EYA3,0.3054
EYA4,-2.3825
EYS,1.3382999999999998
EZH1,0.3493999999999999
EZH2,4.8879
EZR,-2.2794
F10,-5.796999999999999
F11,-7.065799999999999
F11R,0.4227000000000001
F12,4.6584
F13A1,-0.5891
F13B,-0.1480132112414857
F2,-2.3922
F2R,-1.347
F2RL1,0.1395999999999999
F2RL2,0.018
F2RL3,-1.9349000000000005
F3,-2.5186
F5,-0.8067
F7,-1.716
F8,-0.5457
F8A1,1.0746
F9,-87.9627
FA2H,-1.1343
FAAH2,1.6543000000000003
FAAH,0.7892999999999999
FABP1,0.0388
FABP12,-2.7848
FABP2,-2.363
FABP3,2.4639
FABP4,-4.594299999999999
FABP5,-3.5014
FABP5L3,-1.1359
FABP6,1.1901
FABP7,5.4649
FABP9,-2.51
FADD,3.2016
FADS1,0.2672
FADS2,-2.9221
FADS3,4.183400000000001
FADS6,13.348
FAF1,3.1954
FAF2,4.7201
FAH,1.3239
FAHD1,0.9225
FAHD2A,2.4639
FAHD2B,5.8992
FAIM2,-2.7674
FAIM3,1.6011
FAIM,-0.8159
FAM100A,0.4058999999999999
FAM100B,0.3104
FAM101A,1.0969
FAM101B,-3.1231
FAM102A,0.8437000000000001
FAM102B,-0.999
FAM103A1,1.9077
FAM104A,2.1453
FAM104B,-2.742
FAM105A,-5.480699999999999
FAM105B,6.452
FAM106A,1.3233
FAM106C,0.2522
FAM107A,-4.9244
FAM107B,-1.5763
FAM108A1,-1.8928
FAM108B1,-1.8686
FAM108C1,1.5551999999999997
FAM109A,-2.0884
FAM109B,0.2583
FAM10A4,-0.121
FAM110A,-1.2834
FAM110B,-5.6844
FAM110C,-1.3483
FAM111A,1.6221
FAM111B,4.231
FAM113A,0.9211
FAM113B,1.8019000000000005
FAM114A1,1.5976
FAM114A2,3.6891
FAM115A,-0.434
FAM115C,-1.1659
FAM116A,-2.0833
FAM116B,-1.6146
FAM117A,-0.7454
FAM117B,0.3036
FAM118A,-0.9061
FAM118B,-3.2771
FAM119A,0.5916
FAM119B,2.6749
FAM120A,1.0628
FAM120AOS,-0.3942
FAM120B,-1.7546
FAM120C,-0.246
FAM122A,-5.2302
FAM122B,7.202300000000001
FAM122C,2.1594
FAM123A,-1.944
FAM123B,-0.0801
FAM123C,-1.9908
FAM124A,-1.1644
FAM124B,-2.5675
FAM125A,0.9787
FAM125B,-4.429
FAM126A,6.518700000000001
FAM126B,0.7985
FAM127A,-1.1571
FAM127B,1.3773
FAM127C,-0.3626
FAM128A,2.3303
FAM128B,1.1567
FAM129A,-5.6639
FAM129B,-2.8282
FAM129C,-0.593
FAM131A,1.5883
FAM131B,-2.7608
FAM131C,-0.4366
FAM132A,-0.8263
FAM133A,-1.1900999999999995
FAM133B,-0.1422
FAM134A,-0.4408
FAM134B,-1.1029
FAM134C,2.2375
FAM135A,0.9812
FAM135B,0.5318
FAM136A,4.351700000000001
FAM136B,-3.1832
FAM138B,-1.654
FAM138D,-4.2261
FAM138E,-2.841
FAM138F,-2.3666
FAM13A,0.4429
FAM13AOS,0.1862
FAM13B,-2.1973
FAM13C,-4.0404
FAM149A,-0.5689
FAM149B1,2.1689
FAM150A,1.1949
FAM150B,-5.390699999999999
FAM151A,-0.0614
FAM151B,1.184
FAM153A,1.6038
FAM153B,0.7258
FAM153C,-0.215
FAM154A,-1.1627
FAM154B,-0.1566
FAM155A,0.1623
FAM155B,2.852
FAM156A,2.1298
FAM157A,1.7859000000000005
FAM157B,-0.5118
FAM158A,3.2324
FAM159A,-0.0028
FAM160A1,0.249
FAM160A2,1.5711
FAM160B1,-0.7408999999999999
FAM160B2,0.306
FAM161A,2.9154
FAM161B,0.7206
FAM162A,1.9715000000000005
FAM162B,-2.8353
FAM163A,0.1940999999999999
FAM163B,-1.2623
FAM164A,2.1764
FAM164C,-2.1539
FAM165B,-2.5436
FAM166A,1.2598
FAM166B,0.1990999999999999
FAM167A,-5.513999999999999
FAM167B,-3.6015
FAM168A,1.7913
FAM168B,-0.904
FAM169A,-1.7745
FAM169B,-1.8968000000000005
FAM170A,-0.2941
FAM170B,-0.784
FAM171A1,-0.284
FAM171A2,2.1913
FAM171B,-1.79
FAM172A,1.5179
FAM173A,1.3758
FAM173B,5.970000000000001
FAM174A,-0.5955
FAM174B,-5.296999999999999
FAM175A,-0.0221999999999999
FAM175B,-0.8425
FAM176A,-1.4004
FAM176B,-0.3898
FAM177A1,-3.2302
FAM177B,1.0645
FAM178A,-0.8101
FAM178B,2.7482
FAM179A,-0.0953
FAM179B,-0.6540999999999999
FAM180A,-2.5009
FAM180B,-1.3081
FAM181A,-3.0726
FAM181B,-1.4772
FAM182A,-1.2482
FAM182B,-1.2757
FAM183A,-0.2624
FAM183B,-1.1077999999999997
FAM184A,0.957
FAM184B,2.762
FAM185A,1.3867
FAM186A,1.0685
FAM186B,2.004
FAM187B,-0.9232
FAM188A,-1.5038
FAM188B,-0.6651
FAM189A1,-4.290799999999999
FAM189A2,-4.341899999999999
FAM189B,4.1104
FAM18A,0.0651999999999999
FAM18B2,-0.8563
FAM18B,-1.212
FAM190A,2.875
FAM190B,1.0044
FAM192A,1.615
FAM193A,-0.1011
FAM193B,2.0819
FAM194A,-1.3885
FAM194B,-4.5725
FAM195A,1.304
FAM195B,-1.3963
FAM196A,-1.0368
FAM196B,-0.4053
FAM197Y2,-0.1480132112414857
FAM198A,-2.7342
FAM198B,-2.456
FAM199X,5.898200000000001
FAM19A1,-2.6924
FAM19A2,-3.263
FAM19A3,6.2994
FAM19A4,-1.4363
FAM19A5,-3.14
FAM200A,-1.335
FAM200B,-1.8002999999999998
FAM20A,5.4384
FAM20B,-0.3751
FAM20C,-2.425
FAM21A,-0.1184
FAM21B,-1.6098
FAM21C,-1.2821
FAM22A,-2.1253
FAM22D,-1.2132
FAM22F,0.1395999999999999
FAM22G,-0.2069
FAM23A,-0.4131
FAM24A,-0.1480132112414857
FAM24B,0.9414
FAM25A,0.5864
FAM25B,-0.1480132112414857
FAM26D,-2.0837
FAM26E,-2.5163
FAM26F,-0.6447
FAM27A,2.5074
FAM27B,-5.955
FAM27C,2.8197999999999994
FAM27L,-0.1480132112414857
FAM32A,-0.9633
FAM35A,-1.8081
FAM35B2,-2.7192
FAM35B,-3.4295000000000004
FAM36A,-0.1773
FAM38A,-1.7827
FAM38B,-2.8805
FAM3A,0.6102
FAM3B,-1.2322
FAM3C,5.132
FAM3D,-1.677
FAM40A,-2.3123
FAM40B,4.1403
FAM41AY1,-0.1480132112414857
FAM41C,0.9512
FAM43A,-0.4272
FAM43B,-0.7498
FAM45A,1.0325
FAM45B,0.9824000000000002
FAM46A,3.0896
FAM46B,-6.3698
FAM46C,-1.801
FAM46D,-4.44
FAM47A,-0.1480132112414857
FAM47B,-0.1480132112414857
FAM47C,-2.2985
FAM47E,-1.2547
FAM48A,-1.1652
FAM48B1,-3.2398
FAM48B2,-3.0442
FAM49A,0.0554
FAM49B,0.5776000000000001
FAM50A,3.0468
FAM50B,-1.2678
FAM53A,4.277800000000001
FAM53B,-4.2287
FAM53C,-0.2626
FAM54A,2.812
FAM54B,-2.267
FAM55A,-1.2849
FAM55B,1.2023
FAM55C,-6.3826
FAM55D,-1.3793
FAM57A,4.810600000000001
FAM57B,5.549200000000001
FAM58A,1.2292
FAM58B,-2.2401
FAM59A,0.1185
FAM5B,-1.4976
FAM5C,-1.3319
FAM60A,3.0471000000000004
FAM63A,-0.205
FAM63B,-1.4171
FAM64A,3.3488999999999995
FAM65A,-4.6076
FAM65B,-0.1284
FAM65C,-0.6669
FAM66A,-0.5464
FAM66C,0.1463999999999999
FAM66D,-0.4042
FAM66E,-0.8264
FAM69A,-2.1376
FAM69B,1.3631999999999995
FAM69C,-1.9373
FAM70A,-3.5969999999999995
FAM70B,-2.1671
FAM71A,-0.9324
FAM71B,-0.1480132112414857
FAM71C,-7.551300000000001
FAM71D,3.3043000000000005
FAM71E1,-0.5683
FAM71E2,0.8069
FAM71F1,-0.2885
FAM71F2,1.4755999999999998
FAM72A,3.6683
FAM72B,3.670500000000001
FAM72D,4.4626
FAM73A,0.9983
FAM73B,1.2437
FAM74A1,-1.2746
FAM74A3,-2.9391
FAM74A4,-1.9053
FAM75A2,-1.9554
FAM75A3,-7.1038
FAM75A5,-0.1480132112414857
FAM75A6,-0.1480132112414857
FAM75C1,-2.7625
FAM76A,-1.637
FAM76B,1.7677
FAM78A,-1.7702
FAM78B,5.574900000000001
FAM7A2,1.5359000000000005
FAM7A3,1.2507
FAM81A,1.595
FAM81B,-0.1159999999999999
FAM82A1,-2.7995
FAM82A2,-2.6938
FAM82B,0.06
FAM83A,5.224
FAM83B,3.1238
FAM83C,0.8406
FAM83D,3.7505
FAM83E,-8.1481
FAM83F,0.9737
FAM83G,0.4677
FAM83H,2.1074
FAM84A,-0.3168
FAM84B,6.655200000000001
FAM86A,4.3131
FAM86B1,-0.656
FAM86B2,-0.9121
FAM86C,1.6669999999999998
FAM86D,2.7452
FAM89A,-0.0129999999999999
FAM89B,1.4466
FAM8A1,-1.5828
FAM90A1,1.4203
FAM90A7,-4.3043
FAM91A1,3.7467
FAM92A1,-0.8549
FAM92A3,-6.0329
FAM92B,-0.0051999999999999
FAM95B1,2.1713
FAM96A,0.4701999999999999
FAM96B,0.352
FAM98A,6.359400000000001
FAM98B,-0.2359
FAM98C,-0.3618
FAM99A,-0.1480132112414857
FAM99B,-0.1480132112414857
FAM9A,-0.1480132112414857
FAM9B,-3.315
FAM9C,-0.3567
FANCA,3.0843
FANCB,4.1965
FANCC,-1.4205
FANCD2,4.1487
FANCE,1.4201
FANCF,1.3535999999999997
FANCG,4.242800000000001
FANCI,5.459800000000001
FANCL,2.9258
FANCM,2.5296
FANK1,0.4215
FAP,2.6608
FAR1,-1.7141
FAR2,-2.6385
FARP1,-4.604899999999999
FARP2,-1.5327
FARS2,-1.475
FARSA,1.3877000000000002
FARSB,3.1459999999999995
FAS,0.3134
FASLG,-0.2835
FASN,-1.8497
FASTK,1.8101
FASTKD1,1.7618
FASTKD2,0.7559
FASTKD3,6.027800000000001
FASTKD5,-0.8665
FAT1,2.5384
FAT2,0.4199999999999999
FAT3,-4.820599999999999
FAT4,-2.6989
FATE1,-0.1139
FAU,0.4634
FBF1,2.2477
FBL,1.1154
FBLIM1,0.1343999999999999
FBLL1,-2.3545
FBLN1,-4.453099999999999
FBLN2,-2.1078
FBLN5,-7.323
FBLN7,-2.3124
FBN1,-1.3107
FBN2,-1.1800000000000002
FBN3,-2.4742
FBP1,-0.6513
FBP2,-1.7114
FBRS,0.4964999999999999
FBRSL1,-0.6643
FBXL12,-0.8202
FBXL13,0.2464999999999999
FBXL14,-4.0411
FBXL15,-2.7403
FBXL16,-3.0797
FBXL17,-1.1982
FBXL18,3.1399000000000004
FBXL19,1.8963
FBXL20,4.302100000000001
FBXL21,-3.7951
FBXL22,-0.9434
FBXL2,-1.8568
FBXL3,-3.6262
FBXL4,0.5992000000000001
FBXL5,-2.4196
FBXL6,3.2952
FBXL7,-4.3058
FBXL8,0.0281
FBXO10,-0.4871
FBXO11,1.0204
FBXO15,-0.1693
FBXO16,1.247
FBXO17,-5.990399999999999
FBXO18,-2.9178
FBXO21,-0.1567
FBXO22,2.3327
FBXO2,0.3659
FBXO22-AS1,2.9171
FBXO24,-0.2791
FBXO25,-5.015699999999999
FBXO27,0.1363
FBXO28,7.313500000000001
FBXO30,-0.4296
FBXO31,-2.4712
FBXO32,6.5543
FBXO3,1.0256
FBXO33,-1.9645
FBXO34,0.7082
FBXO36,-0.9523
FBXO38,1.3043
FBXO39,-0.5989
FBXO40,-2.1274999999999995
FBXO41,3.8579
FBXO42,-2.5281
FBXO4,4.402100000000001
FBXO43,3.7588
FBXO44,2.8373
FBXO45,4.2584
FBXO46,0.1859
FBXO47,-0.1522
FBXO48,2.7868
FBXO5,2.7317
FBXO6,0.7243000000000002
FBXO7,-5.6256
FBXO8,-1.0436
FBXO9,-0.0407
FBXW10,0.0846
FBXW11,1.4929
FBXW12,-3.1051
FBXW2,-3.4729999999999994
FBXW4,-3.9969
FBXW5,-0.8104
FBXW7,-0.7693
FBXW8,0.1377999999999999
FBXW9,0.1357
FCAMR,1.7175000000000002
FCAR,-0.4438
FCER1A,-1.6697
FCER1G,-1.7358
FCER2,0.0589
FCF1,-0.2959
FCGBP,1.0609
FCGR1A,-1.4321
FCGR1B,-1.6847
FCGR1C,-1.3904
FCGR2A,-1.8371
FCGR2B,1.2651
FCGR2C,1.5843
FCGR3A,-2.3884
FCGR3B,-2.0865
FCGRT,-1.5082
FCHO1,1.5405
FCHO2,0.5984
FCHSD1,4.602600000000001
FCHSD2,-3.7297
FCN1,0.0090999999999999
FCN2,5.1736
FCN3,-2.3788
FCRL1,-1.928
FCRL2,0.1850999999999999
FCRL3,-1.0451
FCRL4,-0.2952
FCRL5,0.1271
FCRL6,1.1198
FCRLA,-0.7664
FCRLB,0.9396
FDFT1,-0.4899
FDPS,2.7631999999999994
FDPSL2A,2.3564
FDX1,-3.2858000000000005
FDX1L,1.4180999999999997
FDXACB1,-5.919599999999999
FDXR,1.2698000000000005
FECH,0.397
FEM1A,-1.8394
FEM1B,-3.938
FEM1C,-0.1663
FEN1,5.172700000000001
FER1L4,4.963900000000001
FER1L5,2.0797
FER1L6,-0.7745
FER,1.6818
FERD3L,-0.1480132112414857
FERMT1,2.7480999999999995
FERMT2,-3.9358
FERMT3,-1.9361
FES,-0.6312
FETUB,2.7465
FEV,-2.7038
FEZ1,-5.254099999999999
FEZ2,1.1411
FEZF1,4.299200000000001
FEZF2,-0.1480132112414857
FFAR1,-4.1566
FFAR2,-1.1094
FFAR3,-1.242
FGA,-1.7625999999999995
FGB,1.1146
FGD1,-0.9748
FGD2,-1.5717
FGD3,-5.5344
FGD4,-3.3167
FGD5,-4.9711
FGD6,2.9422000000000006
FGF10,-3.204
FGF11,1.9672
FGF12,-2.3999
FGF1,-2.9549
FGF13,1.9218
FGF14,-2.6911
FGF16,-0.3219
FGF17,0.0362
FGF18,-3.5716
FGF19,-6.6213
FGF20,-1.3607
FGF21,-0.1480132112414857
FGF2,-5.4199
FGF22,-3.8215
FGF23,-2.2446
FGF3,-0.1480132112414857
FGF4,-0.1480132112414857
FGF5,-1.146
FGF6,-0.1480132112414857
FGF7,-7.152600000000001
FGF8,3.2836000000000003
FGF9,-2.758
FGFBP1,0.6916999999999999
FGFBP2,-2.2488
FGFBP3,-2.0738
FGFR1,-4.7965
FGFR1OP,1.4808
FGFR1OP2,-1.2935
FGFR2,-6.071999999999999
FGFR3,-8.1155
FGFR4,-4.0648
FGFRL1,1.0943
FGG,-1.3171
FGGY,-1.3096
FGL1,2.6813
FGL2,-2.273
FGR,-2.3771
FH,6.2829
FHAD1,-0.3429
FHDC1,-3.1482
FHIT,-0.6035
FHL1,-8.3204
FHL2,4.152700000000001
FHL3,0.397
FHL5,-4.0768
FHOD1,1.6101
FHOD3,1.4228
FIBCD1,-3.6533
FIBIN,-4.714499999999999
FIBP,3.5907
FICD,2.3008
FIG4,-1.7916
FIGF,-5.882399999999999
FIGLA,-2.4066
FIGN,-3.8659
FIGNL1,5.3058
FIGNL2,5.6814
FILIP1,-6.679900000000002
FILIP1L,-4.0184
FIP1L1,3.1802999999999995
FIS1,-0.0537
FITM1,-3.5271
FITM2,2.187
FIZ1,-1.0556
FJX1,-1.2344
FKBP10,-0.5629
FKBP11,1.0344
FKBP14,2.2312
FKBP15,-0.5664
FKBP1A,-2.927
FKBP1AP1,0.1774
FKBP1B,-6.939000000000002
FKBP2,0.9103
FKBP3,3.0934
FKBP4,6.7551000000000005
FKBP5,0.9869
FKBP6,-0.8
FKBP7,-1.6338
FKBP8,-1.211
FKBP9,-3.2192
FKBP9L,-3.0
FKBPL,0.2913
FKRP,-0.7285
FKSG29,-1.3443
FKSG73,-0.1480132112414857
FKSG83,-3.4107000000000003
FKTN,2.6855
FLAD1,7.357200000000001
FLCN,-4.2518
FLG,-0.1784
FLG2,-1.5597
FLI1,-4.966099999999999
FLII,-1.2376
FLJ10038,-4.158900000000001
EBLN2,0.958
FLJ10357,-3.0286
FAM86B3P,0.2262999999999999
FLJ11235,-2.6186
FLJ12825,5.472200000000001
FLJ13197,0.3423
FLJ13224,-1.3553
FLJ14107,0.0318999999999999
FLJ16779,-0.0050999999999999
CASC15,0.0096999999999999
QSOX1,3.8332
FLJ25328,-0.1480132112414857
LINC01205,-0.1480132112414857
FLJ25758,-2.5489
FLJ26850,-0.3793
FLJ30679,-1.2537000000000005
SATB2-AS1,-2.0366
FLJ33360,1.986
FLJ33630,-0.2996
FLJ34503,-0.7438
VLDLR-AS1,-0.1237
FLJ35220,1.5849999999999995
LINC00957,0.5501
FLJ35776,1.582
FLJ36000,-0.1480132112414857
FLJ36031,2.2075
LINC02447,-2.5214
FLJ37201,0.6308
FLJ37307,-0.3957
FLJ37453,-4.2682
FLJ37543,-2.6582
THAP7-AS1,-0.7769
LINC02593,-2.5483
FLJ39653,2.0187
FLJ39739,-2.2326
FLJ40292,0.1886999999999999
ANKRD36BP2,0.7669000000000001
FLJ40434,-0.1480132112414857
KRT18P55,-0.1253
WEE2-AS1,-0.7912
LINC01634,-0.8503
FLJ42289,-2.818
FLJ42393,-0.9176
FLJ42627,1.5291
FLJ42709,1.3447000000000002
FLJ42875,-5.939299999999999
LINC00643,-1.2481
FLJ43663,3.4435
FLJ43859,-0.1480132112414857
FLJ43860,0.8048
FLJ43950,-0.1480132112414857
LINC00452,-0.3883
FLJ44082,-0.1480132112414857
FLJ44606,4.652200000000001
FLJ44635,-1.8642
LINC01973,-1.3527
FLJ45244,1.5267000000000002
FLJ45340,0.8812
LINC01002,0.7652000000000001
GATA3-AS1,-2.4432
KRT8P41,-1.2512
FLJ46321,-0.1480132112414857
DMBT1L1,-0.1480132112414857
BAIAP2-DT,1.5516
FLNA,-0.18
FLNB,0.1033999999999999
FLNC,-3.5967
FLOT1,1.0904
FLOT2,-0.1919
FLRT1,3.7407
FLRT2,-1.0801000000000005
FLRT3,-6.8346
FLT1,0.0221
FLT3,-1.1541
FLT3LG,-2.7062
FLT4,-2.1142
FLVCR1,4.9717
FLVCR2,-1.2716
FLYWCH1,1.3901
FLYWCH2,0.7331999999999999
FMN1,1.1624
FMN2,0.1074999999999999
FMNL1,-1.147
FMNL2,-0.1737
FMNL3,-1.6278
FMO1,0.2345
FMO2,-5.2929
FMO3,-3.5884
FMO4,1.5504
FMO5,0.5216000000000001
FMO6P,-1.1102
FMO9P,-2.4168
FMOD,-3.3981
FMR1,0.9925000000000002
FMR1NB,-3.601
FN1,-1.4791
FN3K,0.159
FN3KRP,2.7565
FNBP1,-3.1911
FNBP1L,0.1588
FNBP4,1.4356000000000002
FNDC1,0.4087
FNDC3A,-3.3807
FNDC3B,2.5513
FNDC4,-0.9284
FNDC5,1.7088
FNDC7,-2.1403
FNDC8,0.8963999999999999
FNIP1,1.6296
FNIP2,-0.1618
FNTA,1.7974
FNTB,1.2839999999999998
FOLH1,-1.429
FOLH1B,-0.7887
FOLR1,0.3423
FOLR2,-0.5015
FOLR3,-2.4146
FOLR4,-2.4541
FOS,-0.5795
FOSB,-1.6869
FOSL1,-1.2059
FOSL2,1.4233
FOXA1,-0.9549
FOXA2,-1.8761
FOXA3,2.6629
FOXB1,-0.9405
FOXB2,-0.1480132112414857
FOXC1,0.7151999999999998
FOXC2,-1.7729
FOXD1,-2.1707
FOXD2,3.5119
FOXD3,2.5642
FOXD4,0.1684
FOXD4L1,0.118
FOXD4L2,-1.409
FOXD4L3,-7.0924
FOXD4L5,-2.1075
FOXD4L6,-0.5617
FOXE1,2.2194
FOXE3,-1.0653
FOXF1,-4.3032
FOXF2,-2.5139
FOXG1,-2.036
FOXH1,2.0543
FOXI1,-0.6469
FOXI2,-0.6241
FOXI3,-3.1665
FOXJ1,-0.3335
FOXJ2,-0.7986
FOXJ3,-0.2145
FOXK1,1.0507
FOXK2,2.0064
FOXL1,-1.4352
FOXL2,-0.9583
FOXM1,3.7292
FOXN1,0.5519
FOXN2,0.5646999999999999
FOXN3,-4.1145
FOXN4,-0.2933
FOXO1,-3.3687
FOXO3,-2.6641
FOXO3B,-2.4423
FOXO4,-2.7895
FOXP1,-4.5161
FOXP2,-1.1362
FOXP3,1.5514
FOXP4,-1.5512
FOXQ1,3.604
FOXR1,-4.0991
FOXR2,-0.1480132112414857
FOXRED1,-1.354
FOXRED2,0.8997000000000002
FOXS1,-0.0335999999999999
FPGS,0.5207
FPGT,2.3789
FPR1,-1.6135
FPR2,-2.6405
FPR3,-0.4769
FRAS1,-5.1912
FRAT1,-2.9005
FRAT2,-1.7929
FREM1,-3.2746
FREM2,-7.959199999999999
FRG1,-0.2046
FRG1B,-0.5288
FRG2,-0.1480132112414857
FRG2B,-9.343
FRG2C,-3.7966
FRK,2.8155999999999994
FRMD1,0.1698
FRMD3,-2.9827
FRMD4A,-4.2697
FRMD4B,-3.2107
FRMD5,4.931600000000001
FRMD6,-1.0996
FRMD7,-2.2988
FRMD8,1.2495
FRMPD1,-2.0249
FRMPD2,-0.1863
FRMPD2L1,-1.5591
FRMPD4,-2.229
FRRS1,1.165
FRS2,0.9704000000000002
FRS3,0.5983
FRY,-4.1214
FRYL,-0.9843
FRZB,-1.5072
FSCB,-2.1319
FSCN1,-1.7145
FSCN2,2.8047
FSCN3,0.9297
FSD1,-0.3706
FSD1L,-0.4688
FSD2,-2.1304
FSHB,-0.1480132112414857
FSHR,-1.9696
FSIP1,-0.7235
FST,-2.9328
FSTL1,-3.147
FSTL3,-2.1828
FSTL4,3.9964
FSTL5,-0.5522
FTCD,4.6286000000000005
FTH1,0.4501999999999999
FTHL17,-0.1480132112414857
FTHL3,-2.0656
FTL,-1.025
FTLP10,-0.1480132112414857
FTMT,-0.1480132112414857
FTO,-1.8039
FTSJ1,2.2298
FTSJ2,4.063500000000001
FTSJ3,3.0769
FTSJD1,1.5336
FTSJD2,-1.3776
FUBP1,3.8115
FUBP3,-0.671
FUCA1,1.0357
FUCA2,0.7092
FUK,3.4605
FUNDC1,0.9787
FUNDC2,1.3482999999999998
FUNDC2P2,1.8513
FURIN,-2.5195
FUS,1.4624
FUT10,-1.6436
FUT11,0.1853
FUT1,0.7075
FUT2,2.5908
FUT3,5.191800000000001
FUT4,-1.0365
FUT5,-1.4172
FUT6,2.636
FUT7,-0.305
FUT8,3.7592
FUT9,11.4607
FUZ,-1.2921
FXC1,-1.7933
FXN,-2.1338
FXR1,1.8922000000000003
FXR2,-3.2105
FXYD1,-8.071
FXYD2,-1.3197
FXYD3,-6.620199999999999
FXYD4,-2.3177
FXYD5,-0.1036
FXYD6,-5.934199999999999
FXYD7,0.149
FYB,-1.3235
FYCO1,-1.3541
FYN,-2.0375
FYTTD1,0.2666999999999999
FZD10,-3.632400000000001
FZD1,-2.5121
FZD2,0.5351
FZD3,0.7337
FZD4,-3.3579000000000003
FZD5,-2.214
FZD6,-0.7267999999999999
FZD7,-3.592
FZD8,-1.6658
FZD9,-0.7925
FZR1,-0.0812999999999999
G0S2,3.6755
G2E3,1.5509
G3BP1,5.484500000000001
G3BP2,7.8202
G6PC,-1.8654
G6PC2,-2.7298
G6PC3,1.0795
G6PD,-0.1968
GAA,0.9317
GAB1,-4.7524
GAB2,-4.710899999999999
GAB3,-2.2269
GAB4,-4.229100000000001
GABARAP,-2.107
GABARAPL1,-6.107899999999999
GABARAPL2,-2.4353
GABARAPL3,-1.7687
GABBR1,1.8454
GABBR2,2.9400000000000004
GABPA,-0.5698
GABPB1,0.3922
GABPB2,2.3381
GABRA1,-2.3214
GABRA2,-2.1789999999999994
GABRA3,-0.6033
GABRA4,-2.1529
GABRA5,-0.96
GABRA6,-0.1480132112414857
GABRB1,-2.3569
GABRB2,-3.2623
GABRB3,-2.9354
GABRD,0.4976
GABRE,5.682400000000001
GABRG1,-1.3144
GABRG2,-1.5252
GABRG3,-1.7608
GABRP,0.0381
GABRQ,-2.5233
GABRR1,-1.5658
GABRR2,2.4571
GABRR3,-0.1480132112414857
GAD1,2.1595
GAD2,-2.4888
GADD45A,2.3299
GADD45B,-0.9237
GADD45G,-1.4935
GADD45GIP1,0.9619
GADL1,-0.8921
GAGE10,-3.4047
GAGE1,-0.1480132112414857
GAGE12D,-0.1480132112414857
GAGE12F,-0.1480132112414857
GAGE12J,-2.3053
GAGE13,-0.1480132112414857
GAGE2A,-1.5735
GAGE2B,-0.1480132112414857
GAGE2C,-0.1480132112414857
GAGE2D,-2.3678
GAGE2E,-0.1480132112414857
GAGE4,-0.1480132112414857
GAGE8,-0.1480132112414857
GAK,-0.7141
GAL3ST1,-4.43
GAL3ST2,0.8613
GAL3ST3,-2.6284
GAL3ST4,-0.2355
GAL,-0.4308
GALC,-4.614799999999999
GALE,1.9410000000000005
GALK1,2.457
GALK2,0.3166
GALM,1.4444999999999997
GALNS,-3.298
GALNT10,3.127
GALNT11,0.5873999999999999
GALNT1,1.5223
GALNT12,-1.7164
GALNT13,-6.0444
GALNT14,5.318100000000001
GALNT2,4.623900000000001
GALNT3,4.772300000000001
GALNT4,2.8925
GALNT5,-7.5504
GALNT6,5.1647
GALNT7,6.3308
GALNT8,-2.6887
GALNT9,-1.1631999999999998
GALNTL1,-4.1279
GALNTL2,-1.6793
GALNTL4,-3.6966
GALNTL5,-0.1480132112414857
GALNTL6,-1.5715
GALP,-0.1480132112414857
GALR1,-1.9784
GALR2,0.1754
GALR3,-10.5549
GALT,-0.1165999999999999
GAMT,4.2484
GAN,0.5893
GANAB,3.5147
GANC,-2.3593
GAP43,-0.1269
GAPDH,5.6168
GAPDHS,2.0908
GAPT,-1.9853
GAPVD1,-1.7578
GAR1,-0.6367
GARNL3,-0.367
GARS,4.8802
GART,7.3476
GAS1,-3.0169
GAS2,-2.4242
GAS2L1,-2.5777
GAS2L2,0.1316
GAS2L3,1.7177000000000002
GAS5,1.4736
GAS6,-9.8109
GAS7,-4.5771
GAS8,-1.6081
GAST,-0.1480132112414857
GATA1,-4.012700000000001
GATA2,-3.1257
GATA3,-0.7423
GATA4,-1.4467
GATA5,-2.8302
GATA6,-7.472900000000001
GATAD1,0.6190999999999999
GATAD2A,-1.7171
GATAD2B,1.7467
GATC,1.8696
GATM,-0.0678999999999999
GATS,-1.1801
GATSL1,0.3651
GATSL2,-1.7159
GATSL3,-1.9518
GBA2,0.6104999999999999
GBA,4.063600000000001
GBA3,-1.0473
GBAP1,2.7544
GBAS,-0.9816
GBE1,2.462
GBF1,-0.0671
GBGT1,0.0272
GBP1,-1.8803
GBP2,-3.2683
GBP3,0.3775999999999999
GBP4,-3.4167999999999994
GBP5,-0.5673
GBP6,-0.2329
GBP7,-1.3314
GBX1,-3.5263
GBX2,4.928800000000001
GC,-3.7265
GCA,-0.2284
GCAT,1.0783
